	D1	D10	D11	D21	D22	D3D	D3K	D4	D5	D6	D7	D8	D9
OG459	5	11	3	0	3	2	8	0	0	5	2	6	1
OG460	3	3	4	5	3	3	3	4	4	4	4	3	3
OG461	4	4	4	3	2	4	4	4	4	1	4	4	4
OG462	4	4	4	3	3	4	4	3	4	2	3	4	4
OG463	4	2	4	4	4	5	5	2	4	1	4	4	3
OG464	5	5	1	2	4	5	1	5	0	5	3	5	5
OG465	4	4	4	2	3	4	4	4	4	2	4	3	4
OG466	4	5	4	4	5	4	4	3	1	2	2	4	4
OG467	4	7	1	1	5	7	6	1	2	4	2	5	1
OG468	4	3	3	2	3	7	5	2	2	4	1	8	2
OG469	4	4	4	4	3	4	4	3	3	1	4	4	4
OG470	4	4	4	4	2	4	4	4	1	3	4	4	4
OG471	3	5	3	2	4	4	4	3	4	2	4	4	4
OG472	3	4	4	3	2	4	4	4	4	2	5	4	3
OG473	4	3	3	4	3	4	4	4	4	2	4	3	4
OG474	3	12	7	2	2	4	4	2	1	2	2	3	2
OG475	4	8	5	0	3	5	3	5	0	2	5	4	2
OG476	4	3	4	3	4	4	4	2	3	3	4	4	4
OG477	4	4	4	4	4	4	4	4	4	1	3	4	2
OG478	4	3	3	3	5	3	4	5	2	3	4	3	4
OG479	3	4	3	3	6	4	3	6	2	1	5	3	3
OG480	5	5	5	2	2	5	5	1	1	3	2	5	5
OG481	4	4	5	3	4	5	5	3	1	1	2	5	4
OG482	3	3	3	3	4	4	4	5	2	5	4	3	3
OG483	4	4	4	4	3	4	4	2	3	2	4	4	4
OG484	3	4	5	1	5	4	2	3	3	5	2	4	5
OG485	5	4	4	3	1	3	4	3	1	4	5	5	4
OG486	6	4	7	3	4	5	6	1	0	3	2	5	0
OG487	4	4	4	3	4	4	4	3	4	1	4	4	3
OG488	4	4	4	4	3	3	3	4	3	2	4	4	4
OG489	4	4	4	4	2	4	4	4	1	3	4	4	4
OG490	4	4	4	3	4	4	4	4	3	1	5	4	2
OG491	3	4	4	4	4	4	4	4	4	0	3	4	4
OG492	3	4	4	2	5	4	5	1	3	3	4	5	3
OG493	4	4	4	4	1	4	4	4	2	4	3	4	4
OG494	3	3	3	4	4	3	3	4	5	3	4	3	4
OG495	6	2	3	4	6	4	3	2	3	2	3	5	2
OG496	3	4	3	3	4	3	3	2	4	3	5	3	5
OG497	4	3	4	4	4	3	4	3	3	2	4	4	3
OG498	4	4	3	4	4	3	4	3	1	4	4	3	4
OG499	4	2	6	2	3	5	3	3	1	3	5	3	5
OG500	4	4	4	2	3	4	4	4	3	1	4	4	4
OG501	3	2	3	2	2	4	4	4	5	4	5	5	2
OG502	3	3	3	4	3	3	3	4	3	4	5	3	4
OG503	4	4	4	4	4	4	4	3	3	3	4	3	1
OG504	3	4	5	2	3	4	5	4	2	3	3	6	1
OG505	1	16	1	1	3	4	2	5	1	2	3	4	2
OG506	4	4	4	4	3	4	4	3	1	3	3	4	4
OG507	3	7	4	3	3	4	4	4	1	2	4	2	4
OG508	1	5	4	4	3	4	4	4	3	2	4	3	4
OG509	4	3	3	3	4	3	4	4	2	3	5	3	4
OG510	4	17	0	0	2	3	4	3	2	2	2	5	1
OG511	4	3	3	4	4	3	3	4	4	3	3	3	4
OG512	4	5	4	3	3	3	3	4	5	1	4	3	3
OG513	3	8	2	2	2	4	4	3	2	3	5	5	2
OG514	4	4	4	4	3	4	4	3	3	1	3	4	4
OG515	3	4	3	2	3	4	5	3	2	4	4	5	3
OG516	3	4	4	5	3	4	4	4	1	1	5	4	3
OG517	5	7	5	4	3	5	5	1	2	1	0	5	2
OG518	4	6	3	2	3	5	5	3	1	5	1	5	1
OG519	5	5	5	2	4	4	2	4	3	3	4	2	1
OG520	3	3	5	5	4	2	4	3	1	3	3	3	5
OG521	4	4	3	4	4	4	4	2	1	3	3	4	4
OG522	4	3	3	2	4	4	3	5	3	2	4	4	3
OG523	4	5	3	3	5	5	5	3	2	2	3	3	1
OG524	3	4	3	4	4	4	4	3	1	4	4	3	3
OG525	3	3	3	3	5	3	3	4	3	3	4	3	4
OG526	4	4	4	3	3	4	4	2	2	3	3	4	4
OG527	4	4	4	3	1	5	5	2	0	4	4	4	4
OG528	4	4	3	2	5	4	4	4	2	2	3	4	3
OG529	4	4	4	3	1	5	6	2	4	2	2	5	2
OG530	3	5	5	1	5	6	2	6	0	5	3	3	0
OG531	4	4	4	3	3	4	4	2	3	2	3	4	4
OG532	3	2	4	3	4	4	5	1	3	5	3	3	4
OG533	4	5	4	4	2	5	3	2	1	3	2	4	5
OG534	5	7	4	2	4	5	3	2	1	4	0	5	2
OG535	4	4	3	3	3	4	3	4	4	2	4	3	3
OG536	3	10	2	0	5	5	4	4	0	4	0	5	2
OG537	2	3	6	3	6	2	1	4	0	4	8	3	2
OG538	1	18	2	0	1	3	1	3	1	5	2	6	1
OG539	4	4	3	3	2	3	2	4	1	6	3	5	4
OG540	4	3	3	2	4	5	4	4	1	4	4	4	2
OG541	3	4	3	3	3	3	4	4	3	2	3	5	4
OG542	4	7	3	2	1	5	5	2	3	2	2	5	3
OG543	4	6	4	3	2	2	3	2	4	4	3	3	4
OG544	4	3	4	3	4	4	4	2	2	4	3	4	3
OG545	3	4	4	3	2	3	3	5	4	3	2	4	4
OG546	5	4	4	1	3	3	4	4	3	1	5	4	3
OG547	4	5	5	2	3	5	5	3	0	3	3	2	4
OG548	2	4	4	4	5	4	4	4	2	2	3	5	1
OG549	3	3	3	3	1	6	5	4	1	5	3	4	3
OG550	4	4	4	3	4	3	3	3	2	3	3	4	4
OG551	3	3	3	5	5	3	4	3	3	3	2	3	4
OG552	3	4	3	3	4	4	4	2	3	4	4	3	3
OG553	3	5	4	3	4	3	4	3	2	3	2	3	5
OG554	2	4	4	4	4	4	4	2	0	4	4	4	4
OG555	3	28	3	0	2	5	1	1	0	1	0	0	0
OG556	3	7	3	1	3	3	3	0	3	4	5	3	6
OG557	3	4	4	3	3	4	4	4	4	3	2	4	2
OG558	2	4	4	2	4	4	3	4	3	3	4	4	3
OG559	2	4	3	4	3	3	4	4	3	3	4	3	3
OG560	4	10	4	1	2	5	5	1	2	1	2	4	2
OG561	3	3	4	3	3	3	3	4	5	2	4	3	3
OG562	3	4	5	2	3	4	4	3	4	1	3	4	3
OG563	7	4	2	2	2	6	6	1	3	2	2	6	0
OG564	3	2	3	4	4	4	4	4	3	2	3	5	2
OG565	4	4	4	1	4	4	4	2	3	1	4	4	4
OG566	5	3	4	4	3	4	4	3	1	3	3	3	3
OG567	4	4	4	3	2	4	3	4	2	4	3	2	4
OG568	5	11	6	1	4	2	3	0	1	3	4	3	0
OG569	3	4	3	2	3	4	5	5	2	3	2	3	4
OG570	4	2	3	4	4	4	4	3	2	3	4	3	3
OG571	3	15	5	1	1	7	4	0	0	1	1	3	2
OG572	6	4	5	4	3	4	4	1	2	3	4	1	2
OG573	4	4	5	2	4	4	3	3	1	1	5	5	2
OG574	4	4	4	2	3	5	3	3	3	3	3	3	3
OG575	4	3	4	3	3	3	4	4	4	1	4	3	3
OG576	3	4	4	3	2	4	4	2	2	5	3	3	4
OG577	2	11	2	1	6	2	3	1	0	3	3	5	4
OG578	3	4	3	3	4	3	3	5	2	3	4	3	3
OG579	3	4	3	2	3	4	5	3	3	2	4	3	4
OG580	3	4	4	3	3	4	4	3	1	4	2	4	4
OG581	6	2	4	1	2	4	5	2	2	3	6	5	1
OG582	4	5	4	1	2	4	3	4	2	2	4	4	4
OG583	4	6	5	2	3	3	3	3	1	3	4	4	2
OG584	4	4	5	3	3	4	4	2	1	3	4	4	2
OG585	4	3	4	2	3	4	4	4	2	3	2	4	4
OG586	3	6	3	2	1	7	5	4	0	4	1	3	4
OG587	4	7	3	3	3	5	4	0	1	4	1	5	3
OG588	3	3	3	4	3	4	4	4	3	3	4	2	3
OG589	2	2	3	4	5	3	4	5	3	2	4	3	3
OG590	2	3	4	3	5	4	5	3	3	2	3	3	3
OG591	6	4	4	2	2	5	4	4	1	1	3	3	3
OG592	4	2	5	2	4	2	4	4	4	2	4	2	3
OG593	3	3	4	2	3	4	4	4	1	3	4	4	3
OG594	3	3	3	3	4	3	3	3	4	3	4	3	3
OG595	4	5	4	3	3	4	4	2	1	2	4	3	3
OG596	3	4	2	2	6	3	4	2	3	3	6	1	3
OG597	4	3	2	3	3	4	3	3	4	2	3	4	4
OG598	4	4	4	3	1	4	3	2	4	3	3	4	3
OG599	3	4	4	4	2	4	4	3	3	2	2	3	4
OG600	5	5	1	2	2	4	3	4	4	4	4	4	0
OG601	2	6	4	1	4	4	2	4	3	4	3	3	2
OG602	4	4	3	2	3	4	4	4	1	3	3	4	3
OG603	3	3	4	4	4	3	3	4	3	1	3	4	3
OG604	3	3	3	3	4	3	3	4	4	2	4	3	3
OG605	4	4	7	3	4	3	3	2	0	5	3	3	1
OG606	4	3	4	2	3	4	4	3	1	3	3	4	4
OG607	3	4	4	4	2	4	4	2	1	4	4	3	3
OG608	4	4	4	3	3	5	3	2	2	2	3	4	3
OG609	3	5	4	1	4	4	3	3	2	4	4	3	2
OG610	7	3	1	4	4	4	4	5	1	3	2	3	1
OG611	3	4	4	3	4	3	3	4	2	3	3	3	3
OG612	3	3	3	3	4	4	3	5	2	2	4	3	3
OG613	4	4	4	4	3	2	4	4	2	2	2	4	3
OG614	3	3	3	3	4	3	3	4	3	3	3	3	4
OG615	3	4	4	2	3	4	4	4	2	3	2	3	4
OG616	4	5	3	2	5	5	4	2	0	2	2	4	4
OG617	3	3	4	2	4	4	4	3	3	1	3	4	4
OG618	3	12	4	0	2	5	4	3	1	5	2	1	0
OG619	3	3	4	4	3	3	4	3	3	3	3	3	3
OG620	4	4	4	2	1	3	5	4	3	2	3	3	4
OG621	4	3	4	2	3	4	3	4	2	3	4	4	2
OG622	3	3	3	3	3	3	3	3	4	2	4	3	5
OG623	5	7	5	3	4	4	2	1	0	3	4	3	1
OG624	3	3	3	3	3	2	3	4	5	3	4	3	3
OG625	4	6	4	3	2	3	4	3	1	4	2	4	2
OG626	3	3	3	4	4	3	3	4	1	3	5	3	3
OG627	4	4	4	4	4	3	4	1	1	3	2	4	4
OG628	3	3	4	3	4	4	3	3	1	4	3	3	4
OG629	2	4	2	4	4	3	5	4	4	3	3	2	2
OG630	1	30	1	0	0	1	1	2	0	1	1	3	1
OG631	3	4	4	4	7	4	4	3	0	2	1	4	2
OG632	4	3	4	3	3	4	3	4	2	1	4	3	3
OG633	3	3	3	3	4	3	3	3	4	2	4	3	3
OG634	4	3	4	4	3	3	3	3	4	1	3	3	3
OG635	4	2	3	3	2	3	3	3	3	4	3	4	4
OG636	5	3	2	1	3	5	5	2	3	3	3	4	2
OG637	4	3	4	4	3	3	3	2	2	3	4	3	3
OG638	3	6	3	3	3	3	3	4	2	2	3	3	3
OG639	3	2	3	3	2	3	3	5	3	2	3	5	4
OG640	3	3	3	3	3	3	3	4	4	2	2	4	4
OG641	4	4	3	2	4	2	3	3	4	4	2	3	3
OG642	1	6	5	1	1	4	4	5	0	3	6	2	3
OG643	3	3	4	3	3	3	3	3	3	3	3	3	4
OG644	4	5	2	3	4	5	1	4	1	2	4	4	2
OG645	4	4	4	4	2	3	3	2	2	2	3	4	4
OG646	4	3	2	2	3	4	4	3	3	4	3	3	3
OG647	2	3	3	3	4	3	3	5	3	1	5	3	3
OG648	4	3	3	3	3	3	3	4	4	1	3	3	4
OG649	3	4	3	4	3	3	3	3	3	2	4	3	3
OG650	4	5	4	1	4	4	4	2	0	1	3	5	4
OG651	3	4	3	3	4	3	3	3	4	1	4	3	3
OG652	4	2	4	4	4	4	4	1	1	3	2	4	4
OG653	3	4	4	3	4	2	3	4	3	3	3	2	3
OG654	4	4	3	3	3	4	3	3	3	2	3	4	2
OG655	3	3	3	3	2	6	6	3	1	3	2	4	2
OG656	2	5	3	2	5	4	2	3	2	3	3	4	3
OG657	3	9	3	1	1	4	4	2	1	3	4	3	3
OG658	3	6	3	2	4	3	4	3	2	3	2	5	1
OG659	3	3	4	2	3	4	3	3	4	3	3	3	3
OG660	3	3	3	4	3	3	3	4	3	2	4	3	3
OG661	3	3	3	4	3	3	4	3	3	2	4	3	3
OG662	5	8	3	0	3	7	3	2	0	3	3	1	3
OG663	3	4	3	4	5	3	3	3	3	2	3	3	2
OG664	3	4	2	4	3	3	3	3	3	2	3	4	4
OG665	6	6	1	1	2	3	4	1	3	5	2	6	0
OG666	3	3	4	3	3	3	3	3	3	3	3	3	3
OG667	5	3	4	1	3	4	4	4	2	2	3	3	2
OG668	3	3	3	3	4	3	2	3	5	1	4	3	3
OG669	3	3	3	3	3	3	3	5	3	1	4	3	3
OG670	3	3	3	3	3	3	3	3	4	2	4	3	3
OG671	5	10	4	1	4	3	3	1	1	2	1	3	2
OG672	3	7	3	2	2	2	4	2	2	2	2	6	3
OG673	3	3	3	4	4	3	3	3	3	2	3	3	3
OG674	4	4	4	4	3	4	4	1	1	2	1	4	4
OG675	4	5	4	3	3	4	4	4	0	1	2	3	3
OG676	3	3	3	3	3	3	3	3	4	2	4	3	3
OG677	3	5	3	3	3	3	3	3	3	2	3	3	3
OG678	3	3	3	3	3	3	3	3	4	3	3	3	3
OG679	4	6	7	1	2	4	3	3	0	2	3	5	0
OG680	3	3	3	3	5	3	3	3	3	2	3	3	3
OG681	3	4	2	3	5	3	1	2	3	3	6	3	2
OG682	3	3	4	5	4	3	2	4	1	2	4	3	2
OG683	4	3	3	2	4	3	3	3	3	2	3	4	3
OG684	4	4	3	2	4	3	4	2	2	4	2	3	3
OG685	3	5	3	3	3	4	4	2	2	2	3	3	3
OG686	3	3	3	2	4	3	3	4	3	3	2	4	3
OG687	4	4	4	3	2	4	4	2	2	2	3	4	2
OG688	4	3	2	3	3	4	5	5	2	2	1	5	1
OG689	3	3	4	3	3	3	3	2	4	2	3	4	3
OG690	4	4	4	2	3	4	4	2	1	1	3	4	4
OG691	3	7	3	1	2	3	3	3	1	3	4	4	3
OG692	3	3	4	3	4	3	3	3	4	2	2	3	3
OG693	3	3	3	3	3	3	3	3	4	3	3	3	3
OG694	3	3	3	3	3	3	3	4	3	3	3	3	3
OG695	3	3	3	3	4	3	3	3	3	3	3	3	3
OG696	3	3	3	2	4	3	3	3	4	3	3	3	3
OG697	4	6	3	0	4	5	4	1	0	5	2	6	0
OG698	3	2	3	4	4	2	4	4	1	4	3	2	4
OG699	2	3	3	3	3	3	3	4	5	2	3	3	3
OG700	4	5	3	3	1	6	4	0	1	3	2	5	3
OG701	3	3	3	4	3	3	4	3	2	3	3	3	3
OG702	3	3	3	3	3	3	3	4	2	2	4	3	4
OG703	3	4	3	3	3	3	3	3	3	3	3	3	3
OG704	3	3	3	3	3	3	3	3	4	2	4	3	3
OG705	4	4	4	3	2	5	3	3	2	1	2	5	2
OG706	4	4	4	4	2	4	4	2	1	2	1	4	4
OG707	3	3	3	4	4	3	3	2	2	3	3	3	4
OG708	3	3	3	3	4	4	3	2	3	3	3	3	3
OG709	4	7	4	5	1	3	3	1	0	2	2	7	1
OG710	5	3	3	1	2	2	5	1	2	4	3	5	4
OG711	4	5	4	0	5	5	3	3	0	3	4	3	1
OG712	3	3	3	3	3	3	3	4	4	2	2	3	4
OG713	2	6	5	1	3	4	4	3	1	4	2	2	3
OG714	5	1	2	3	2	4	5	3	0	3	4	6	1
OG715	5	12	4	1	0	5	4	1	0	1	1	4	1
OG716	4	5	4	2	2	3	3	1	1	4	2	5	3
OG717	3	3	3	3	3	3	3	3	3	3	3	3	3
OG718	3	3	3	2	3	3	4	3	4	1	4	3	3
OG719	3	3	3	3	3	3	3	2	3	3	3	4	3
OG720	3	3	3	2	3	3	3	4	5	1	4	3	2
OG721	3	4	3	3	3	3	3	3	2	2	3	3	4
OG722	3	3	3	3	3	3	3	3	3	3	3	3	3
OG723	3	3	3	4	2	3	3	3	3	2	4	3	3
OG724	3	3	3	2	3	4	3	4	3	2	3	3	3
OG725	3	4	4	3	3	3	3	2	2	4	1	4	3
OG726	4	3	5	1	2	5	5	3	1	2	3	4	1
OG727	3	3	3	3	3	3	3	3	2	3	4	3	3
OG728	3	3	3	3	3	3	4	3	2	2	3	4	3
OG729	5	7	4	1	3	4	2	4	1	2	2	2	2
OG730	3	4	5	2	0	4	3	4	3	3	3	4	1
OG731	8	4	3	0	6	4	4	2	0	2	4	1	1
OG732	3	3	3	4	3	3	3	4	3	3	2	3	2
OG733	3	3	3	3	3	3	3	3	3	3	3	3	3
OG734	3	5	3	3	2	3	3	3	4	1	3	3	3
OG735	3	3	3	3	3	3	3	3	4	1	4	3	3
OG736	4	3	4	3	3	3	3	2	2	2	4	3	3
OG737	2	2	2	3	2	3	2	4	4	2	7	2	4
OG738	3	2	3	2	3	2	3	4	2	4	4	4	3
OG739	3	2	3	4	3	3	3	3	3	3	3	3	3
OG740	2	7	3	2	4	3	4	2	2	2	3	3	2
OG741	3	3	3	3	3	3	3	3	3	3	3	3	3
OG742	3	3	2	4	4	5	5	1	1	2	2	4	3
OG743	4	4	4	1	3	3	1	3	3	2	3	4	4
OG744	3	3	3	4	3	3	3	3	3	1	4	3	3
OG745	2	6	4	3	3	6	4	0	0	2	4	3	2
OG746	3	3	4	1	4	4	5	4	1	2	2	6	0
OG747	3	3	3	3	4	3	3	3	3	2	3	3	3
OG748	3	2	4	3	3	3	3	3	3	2	3	4	3
OG749	3	4	3	3	3	3	3	4	2	3	3	3	2
OG750	2	3	3	3	3	3	3	4	4	1	4	3	3
OG751	3	3	3	1	4	3	3	6	4	1	3	2	3
OG752	4	3	2	1	7	5	2	4	1	3	2	3	2
OG753	3	3	3	5	3	4	3	2	0	0	5	4	4
OG754	3	3	3	2	4	3	3	3	4	1	4	3	3
OG755	2	3	4	3	3	6	6	2	1	3	2	2	2
OG756	3	3	3	4	3	3	3	2	4	2	3	3	3
OG757	3	3	3	3	3	3	3	3	3	3	3	3	3
OG758	2	6	5	2	4	1	2	4	2	3	3	3	2
OG759	4	4	4	3	4	3	4	2	1	1	2	4	3
OG760	3	3	4	3	3	3	3	3	3	2	3	3	3
OG761	4	3	4	2	3	5	4	1	3	2	2	4	2
OG762	3	3	3	2	6	4	2	3	0	2	5	4	2
OG763	3	4	4	3	3	4	4	2	2	1	2	4	3
OG764	2	4	4	2	3	3	4	2	4	3	2	3	3
OG765	2	2	6	0	4	5	4	2	0	3	3	5	3
OG766	3	3	3	4	3	3	3	3	3	1	4	3	3
OG767	3	4	3	3	4	3	3	2	2	2	4	3	3
OG768	3	3	3	3	3	3	3	3	2	3	4	3	3
OG769	3	3	3	2	3	3	3	3	3	3	3	3	4
OG770	3	6	5	2	2	4	4	1	0	3	2	4	3
OG771	3	3	3	3	3	3	3	3	3	3	3	3	3
OG772	3	3	3	1	3	3	3	4	4	2	3	3	4
OG773	3	4	3	2	4	3	3	4	2	2	3	3	3
OG774	2	8	3	1	5	3	2	4	0	1	5	4	1
OG775	1	2	6	2	5	4	2	2	3	3	6	1	2
OG776	4	5	4	2	4	3	2	3	0	2	5	3	2
OG777	3	3	3	3	4	3	3	3	2	2	4	3	3
OG778	3	3	3	3	3	3	3	3	3	3	3	3	3
OG779	3	4	3	3	4	4	3	2	1	2	3	3	4
OG780	3	3	3	3	3	3	3	3	3	2	3	4	3
OG781	2	3	3	3	3	3	3	3	3	3	4	3	3
OG782	3	3	4	3	3	3	3	3	4	2	3	3	2
OG783	3	9	5	3	2	3	3	3	0	2	2	3	1
OG784	3	3	3	3	3	3	3	3	3	2	4	3	3
OG785	3	3	3	2	3	3	3	2	5	2	3	3	3
OG786	3	3	3	3	3	3	3	2	3	3	3	3	3
OG787	3	3	3	3	3	3	3	3	3	2	3	3	3
OG788	3	3	3	4	3	3	3	2	3	2	3	3	3
OG789	3	3	3	3	3	3	3	3	3	2	3	3	3
OG790	3	3	3	3	3	3	3	3	3	2	3	3	3
OG791	3	3	3	3	4	3	2	4	2	2	5	2	2
OG792	3	3	3	3	3	3	3	3	3	3	3	3	2
OG793	3	2	2	2	4	4	4	2	3	4	3	3	2
OG794	4	2	3	2	3	3	3	4	3	2	3	3	3
OG795	2	3	3	1	4	4	4	5	2	3	4	2	1
OG796	3	3	3	3	2	3	3	3	3	3	3	3	3
OG797	3	3	3	3	3	3	3	3	3	2	3	3	3
OG798	4	4	3	3	3	3	2	3	3	2	3	2	3
OG799	4	3	3	5	3	3	3	3	1	1	2	4	3
OG800	2	6	3	1	4	4	4	4	0	1	4	3	2
OG801	3	4	3	1	4	3	4	3	2	4	3	3	1
OG802	3	3	3	2	3	3	3	3	3	3	3	3	3
OG803	3	8	4	0	2	3	2	3	1	3	4	3	2
OG804	3	4	3	3	3	3	3	3	2	2	3	3	3
OG805	3	6	4	2	3	3	3	3	3	2	3	2	1
OG806	5	5	3	1	2	7	7	1	0	2	3	0	2
OG807	4	4	3	2	2	3	4	4	1	3	3	2	3
OG808	3	3	3	3	3	3	3	3	2	3	3	3	3
OG809	3	3	3	3	2	3	3	3	4	2	3	3	3
OG810	3	3	5	0	5	5	6	3	0	1	1	5	1
OG811	3	3	3	3	3	3	3	3	3	2	3	3	3
OG812	3	3	3	3	3	3	3	3	2	2	3	3	4
OG813	3	3	3	3	3	3	3	3	3	2	3	3	3
OG814	3	2	3	3	3	3	3	3	3	3	4	3	2
OG815	4	5	4	1	3	3	3	2	2	2	1	4	4
OG816	3	3	3	2	3	4	4	3	2	3	3	2	3
OG817	3	3	3	3	3	3	3	3	3	2	3	3	3
OG818	3	3	3	3	3	3	3	3	3	2	3	3	3
OG819	3	3	3	3	3	3	3	3	3	2	3	3	3
OG820	5	4	2	3	4	4	3	2	3	2	1	4	1
OG821	3	3	3	2	4	3	3	4	2	1	4	3	3
OG822	4	0	2	3	6	2	2	5	1	1	8	1	3
OG823	3	3	3	3	3	3	3	3	3	2	3	3	3
OG824	3	3	3	3	3	3	3	3	4	1	3	3	3
OG825	3	3	3	3	2	3	3	4	2	3	3	3	3
OG826	3	3	3	3	3	3	3	3	3	2	3	3	3
OG827	4	3	3	2	2	3	3	4	3	2	3	3	3
OG828	5	5	1	2	3	4	3	4	0	2	2	5	2
OG829	3	4	3	3	3	3	3	2	3	2	3	3	3
OG830	3	3	3	3	3	3	3	3	4	1	3	3	3
OG831	3	6	2	2	2	6	4	2	0	2	3	4	2
OG832	3	3	3	3	3	3	3	3	3	3	3	3	2
OG833	3	3	3	3	3	3	3	2	3	3	3	3	3
OG834	3	3	3	3	3	3	3	3	2	3	3	3	3
OG835	3	3	3	3	3	3	3	3	2	3	3	3	3
OG836	3	3	3	2	3	3	3	3	3	3	3	3	3
OG837	1	13	2	0	3	2	3	2	1	4	1	6	0
OG838	3	3	3	3	3	3	3	3	3	2	3	3	3
OG839	3	3	3	3	2	3	3	3	3	3	3	3	3
OG840	3	4	3	3	2	3	3	3	3	2	3	3	3
OG841	3	3	3	3	3	3	3	3	3	2	3	3	3
OG842	3	3	2	3	3	3	2	4	3	3	3	3	3
OG843	3	3	3	3	3	3	3	3	3	3	3	3	2
OG844	4	4	4	4	2	3	3	3	1	1	2	4	3
OG845	3	4	3	3	3	3	3	3	2	2	3	3	3
OG846	3	3	3	3	3	3	3	3	3	2	3	3	3
OG847	3	3	3	3	3	3	3	3	2	3	3	3	3
OG848	3	3	3	3	4	2	4	3	2	2	3	3	3
OG849	4	4	4	2	2	3	4	1	2	2	3	4	3
OG850	3	2	3	2	3	3	3	3	4	2	4	3	3
OG851	3	3	3	2	3	3	3	3	3	3	3	3	3
OG852	3	3	3	2	4	3	3	2	2	3	4	3	3
OG853	3	3	3	3	3	3	3	4	2	3	2	3	3
OG854	3	2	3	3	3	3	3	3	4	2	3	3	3
OG855	3	3	3	2	3	4	3	3	2	2	4	3	3
OG856	3	3	3	3	3	4	3	3	1	3	3	3	3
OG857	3	2	2	2	2	3	3	3	4	4	2	4	4
OG858	3	3	3	3	3	3	3	3	1	3	4	3	3
OG859	2	6	6	0	3	1	3	4	1	4	2	3	3
OG860	3	3	3	3	3	3	3	3	3	2	3	3	3
OG861	2	3	3	3	3	3	3	3	3	3	3	3	3
OG862	3	3	3	3	3	3	3	3	3	2	3	3	3
OG863	3	2	3	3	3	3	3	3	3	3	4	3	2
OG864	3	3	3	3	3	3	3	3	3	3	2	3	3
OG865	3	3	3	2	3	3	3	3	3	3	3	3	3
OG866	3	3	4	4	2	3	3	3	2	2	3	3	3
OG867	3	3	3	3	3	3	3	3	4	1	3	3	3
OG868	3	3	3	4	3	3	3	3	2	2	3	3	3
OG869	3	3	3	3	4	3	3	3	3	2	3	3	2
OG870	4	3	4	1	2	4	4	2	1	5	2	4	2
OG871	3	4	3	2	3	2	3	4	3	3	3	3	2
OG872	3	3	3	2	4	4	3	3	2	2	4	2	3
OG873	3	2	3	3	4	3	3	3	1	3	5	3	2
OG874	3	3	3	2	4	3	3	3	3	2	4	2	3
OG875	3	3	3	3	3	3	3	3	3	2	3	3	3
OG876	3	3	3	3	4	3	4	3	3	1	2	3	3
OG877	3	5	4	3	3	3	4	2	1	2	2	3	3
OG878	3	3	3	3	3	3	3	4	2	2	3	3	3
OG879	3	3	3	3	3	3	3	3	3	2	3	3	3
OG880	2	3	4	3	2	3	3	2	3	3	4	3	3
OG881	2	3	3	3	3	3	3	3	3	2	3	3	4
OG882	1	6	2	0	2	8	6	2	0	6	2	2	1
OG883	4	3	3	4	3	2	3	3	2	1	1	4	4
OG884	3	3	3	3	3	3	3	3	3	1	3	3	3
OG885	3	3	3	3	3	3	3	3	2	2	3	3	3
OG886	3	4	3	2	3	2	2	3	3	3	3	3	3
OG887	3	2	3	3	3	3	3	3	3	2	3	3	3
OG888	3	3	3	2	2	3	3	3	3	3	3	3	3
OG889	3	4	4	3	2	3	2	4	2	3	3	2	2
OG890	3	3	3	3	3	3	3	3	2	3	3	2	3
OG891	3	3	3	3	2	3	3	2	3	3	3	3	3
OG892	3	2	3	2	3	3	3	3	3	3	3	3	3
OG893	3	3	3	3	3	3	2	3	2	3	3	3	3
OG894	3	3	3	3	3	3	3	2	3	2	3	3	3
OG895	4	8	2	3	2	4	3	0	0	1	1	4	5
OG896	4	3	4	1	4	3	4	3	2	1	4	3	1
OG897	4	5	2	2	2	5	4	3	0	4	2	3	1
OG898	3	4	3	3	3	3	3	2	1	3	2	4	3
OG899	3	3	3	3	3	3	3	2	3	2	3	3	3
OG900	4	5	4	1	2	2	3	2	3	2	2	4	3
OG901	3	3	3	2	3	3	3	3	3	2	3	3	3
OG902	3	4	3	1	3	2	3	3	3	3	3	3	3
OG903	3	3	3	3	3	3	3	3	3	1	3	3	3
OG904	3	3	3	3	3	3	3	3	1	3	3	3	3
OG905	3	3	3	3	2	3	3	3	3	3	2	3	3
OG906	4	5	4	1	1	2	2	2	1	2	4	5	4
OG907	3	2	3	3	3	3	3	3	2	3	3	3	3
OG908	3	3	3	3	3	3	3	2	3	2	3	3	3
OG909	3	3	3	3	3	3	3	3	3	1	3	4	2
OG910	3	3	3	3	3	3	3	3	2	2	3	3	3
OG911	3	4	2	3	2	4	4	2	1	4	2	4	2
OG912	3	3	3	3	3	3	3	3	2	2	3	3	3
OG913	4	3	2	3	3	3	4	2	2	3	2	4	2
OG914	3	3	3	3	3	3	3	3	3	2	2	3	3
OG915	4	2	3	4	3	6	5	2	0	2	2	2	2
OG916	1	9	3	2	2	3	2	3	2	2	3	1	4
OG917	3	3	3	3	3	3	3	3	1	3	3	3	3
OG918	3	3	3	2	3	3	3	3	2	3	3	3	3
OG919	3	3	3	3	2	3	3	4	1	1	4	3	4
OG920	4	10	4	0	2	3	3	2	1	1	4	2	1
OG921	3	2	3	2	3	3	3	3	4	2	3	3	3
OG922	3	3	3	3	3	3	3	3	3	1	3	3	3
OG923	3	3	3	3	3	3	3	3	4	1	3	3	2
